date,url,title,category,text_preprocessing
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936568/kasus-menurun-virus-corona-di-wuhan-tinggalkan-banyak-limbah-medis,"Kasus Menurun, Virus Corona di Wuhan Tinggalkan Banyak Limbah Medis",health,turun virus corona wuhan tinggal limbah medis
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936522/sumbang-15-persen-kematian-di-indonesia-kenali-gejala-stroke,"Sumbang 15 Persen Kematian di Indonesia, Kenali Gejala Stroke",health,sumbang persen mati indonesia kenal gejala stroke
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936439/disinggung-menkes-terawan-ini-arti-self-limiting-disease,"Disinggung Menkes Terawan, Ini Arti 'Self Limiting Disease'",health,singgung menkes awan arti self limiting disease
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936386/tangkal-corona-mahasiswa-umi-makassar-bikin-hand-sanitizer-antiiritasi,"Tangkal Corona, Mahasiswa UMI Makassar Bikin Hand Sanitizer Antiiritasi",health,tangkal corona mahasiswa umi makassar bikin hand sanitizer antiiritasi
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936334/hanya-simulasi-dki-tegaskan-tak-ada-peta-persebaran-virus-corona-di-krl,"Hanya Simulasi, DKI Tegaskan Tak Ada Peta Persebaran Virus Corona di KRL",health,simulasi dki tegas peta sebar virus corona krl
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936226/hati-hati-stres-memikirkan-virus-corona-bisa-tingkatkan-risiko-stroke,Hati-hati! Stres Memikirkan Virus Corona Bisa Tingkatkan Risiko Stroke,health,hati hati stres pikir virus corona tingkat risiko stroke
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936196/3-pasien-virus-corona-ri-dinyatakan-sembuh-begini-kriterianya,"3 Pasien Virus Corona RI Dinyatakan Sembuh, Begini Kriterianya",health,pasien virus corona nyata sembuh kriteria
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936126/detail-3-pasien-virus-corona-yang-sembuh-di-rsup-persahabatan,Detail 3 Pasien Virus Corona yang Sembuh di RSUP Persahabatan,health,detail pasien virus corona sembuh rsup sahabat
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936082/viral-bos-minyak-di-arab-paksa-karyawan-pakai-kostum-hand-sanitizer,Viral Bos Minyak di Arab Paksa Karyawan Pakai Kostum Hand Sanitizer,health,viral bos minyak arab paksa karyawan pakai kostum hand sanitizer
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936037/1-wni-pasien-isolasi-rspi-ss-meninggal-dengan-riwayat-pneumonia-apa-itu,"1 WNI Pasien Isolasi RSPI-SS Meninggal dengan Riwayat Pneumonia, Apa Itu?",health,wni pasien isolasi rspi tinggal riwayat pneumonia
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935980/tom-hanks-hingga-bek-juventus-ini-deretan-tokoh-yang-terjangkit-corona,"Tom Hanks hingga Bek Juventus, Ini Deretan Tokoh yang Terjangkit Corona",health,tom hanks bek juventus deret tokoh jangkit corona
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4936046/pasien-isolasi-di-rspi-ss-meninggal-dengan-kondisi-pneumonia-berat,Pasien Isolasi di RSPI-SS Meninggal dengan Kondisi Pneumonia Berat,health,pasien isolasi rspi tinggal kondisi pneumonia berat
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935964/larangan-merokok-untuk-2-pasien-yang-sembuh-dari-corona,Larangan Merokok untuk 2 Pasien yang Sembuh dari Corona,health,larang rokok pasien sembuh corona
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935903/who-tetapkan-pandemi-virus-corona-apa-beda-endemi-epidemi-dan-pandemi,"WHO Tetapkan Pandemi Virus Corona, Apa Beda Endemi, Epidemi, dan Pandemi?",health,who tetap pandemi virus corona beda endemi epidemi pandemi
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935868/tom-hanks-positif-virus-corona-ini-6-fakta-yang-perlu-kamu-ketahui,"Tom Hanks Positif Virus Corona, Ini 6 Fakta yang Perlu Kamu Ketahui",health,tom hanks positif virus corona fakta tahu
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935831/yuk-kenali-beda-posisi-sakit-ginjal-dan-sakit-punggung,Yuk Kenali Beda Posisi Sakit Ginjal dan Sakit Punggung,health,yuk kenal beda posisi sakit ginjal sakit punggung
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935830/32-meninggal-akibat-dbd-di-ntt-ini-penyebab-angka-kematian-begitu-tinggi,"32 Meninggal akibat DBD di NTT, Ini Penyebab Angka Kematian Begitu Tinggi",health,tinggal akibat dbd ntt sebab angka mati
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935631/ini-3-manfaat-sabun-mandi-cair-dibanding-sabun-batangan,Ini 3 Manfaat Sabun Mandi Cair Dibanding Sabun Batangan,health,manfaat sabun mandi cair banding sabun batang
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935778/susul-italia-denmark-juga-di-lockdown-imbas-virus-corona,"Susul Italia, Denmark Juga Di-lockdown Imbas Virus Corona",health,susul italia denmark lockdown imbas virus corona
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935731/beredar-info-minum-alkohol-bisa-kurangi-risiko-kena-corona-ini-faktanya,"Beredar Info Minum Alkohol Bisa Kurangi Risiko Kena Corona, Ini Faktanya",health,edar info minum alkohol kurang risiko kena corona fakta
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935686/104-meninggal-akibat-dbd-di-indonesia-terbanyak-usia-5-14-tahun,"104 Meninggal akibat DBD di Indonesia, Terbanyak Usia 5-14 Tahun",health,tinggal akibat dbd indonesia usia
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935580/anak-susah-mandi-dear-emak-coba-ikuti-cara-ini,"Anak Susah Mandi? Dear Emak, Coba Ikuti Cara Ini",health,anak susah mandi dear emak coba ikut
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935610/presiden-filipina-rodrigo-duterte-akan-jalani-tes-virus-corona,Presiden Filipina Rodrigo Duterte Akan Jalani Tes Virus Corona,health,presiden filipina rodrigo duterte jalan tes virus corona
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935568/bukan-cuma-biar-gak-bau-ini-alasan-harus-rajin-mandi-pagi,"Bukan Cuma Biar Gak Bau, Ini Alasan Harus Rajin Mandi Pagi",health,biar gak bau alas rajin mandi pagi
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935557/6-akivitas-keagamaan-yang-terdampak-virus-corona,6 Akivitas Keagamaan yang Terdampak Virus Corona,health,akivitas agama dampak virus corona
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935541/who-tetapkan-virus-corona-jadi-pandemi-ini-8-alasan-untuk-tidak-perlu-panik,"WHO Tetapkan Virus Corona Jadi Pandemi, Ini 8 Alasan untuk Tidak Perlu Panik",health,who tetap virus corona pandemi alas panik
2020-12-03 00:00:00,https://health.detik.com/detiktv/d-4935510/penjelasan-who-soal-corona-covid-19-jadi-pandemi,Penjelasan WHO soal Corona COVID-19 Jadi Pandemi,health,jelas who corona covid pandemi
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935508/antisipasi-corona-ri-butuh-berapa-ruang-isolasi-ini-hitungan-ahli,"Antisipasi Corona, RI Butuh Berapa Ruang Isolasi? Ini Hitungan Ahli",health,antisipasi corona butuh ruang isolasi hitung ahli
2020-12-03 00:00:00,https://health.detik.com/detiktv/d-4935491/begini-cara-pembuatan-hand-sanitizer-sendiri,Begini Cara Pembuatan Hand Sanitizer Sendiri,health,buat hand sanitizer
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935489/tertular-virus-corona-tom-hanks-dan-istri-bakal-diobservasi,"Tertular Virus Corona, Tom Hanks dan Istri Bakal Diobservasi",health,tular virus corona tom hanks istri observasi
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935463/dilema-menegur-penumpang-batuk-sembarangan-di-krl-takut-tersinggung,"Dilema Menegur Penumpang Batuk Sembarangan di KRL, Takut Tersinggung",health,dilema tegur tumpang batuk sembarang krl takut singgung
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935448/pulang-liburan-dari-luar-negeri-disarankan-isolasi-diri-begini-caranya,"Pulang Liburan dari Luar Negeri Disarankan Isolasi Diri, Begini Caranya",health,pulang libur negeri saran isolasi
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935435/cegah-corona-pakar-kesehatan-masyarakat-dukung-anies-soal-cfd-ditiadakan,"Cegah Corona, Pakar Kesehatan Masyarakat Dukung Anies Soal CFD Ditiadakan",health,cegah corona pakar sehat masyarakat dukung anies cfd tiada
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935364/satu-pasien-corona-ri-meninggal-ini-kaitannya-dengan-riwayat-hipertensi,"Satu Pasien Corona RI Meninggal, Ini Kaitannya dengan Riwayat Hipertensi",health,pasien corona tinggal kait riwayat hipertensi
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935361/jaga-kesehatan-ginjal-kenali-fungsinya-bagi-tubuh,"Jaga Kesehatan Ginjal, Kenali Fungsinya bagi Tubuh",health,jaga sehat ginjal kenal fungsi tubuh
2020-12-03 00:00:00,https://health.detik.com/kebugaran/d-4935360/bisakah-tertular-virus-corona-di-kolam-renang,Bisakah Tertular Virus Corona di Kolam Renang?,health,tular virus corona kolam renang
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935387/who-tetapkan-virus-corona-sebagai-pandemi-ini-artinya,"WHO Tetapkan Virus Corona sebagai Pandemi, Ini Artinya",health,who tetap virus corona pandemi
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935358/kasus-penularan-virus-corona-turun-drastis-wuhan-tutup-rs-darurat,"Kasus Penularan Virus Corona Turun Drastis, Wuhan Tutup RS Darurat",health,tular virus corona turun drastis wuhan tutup darurat
2020-12-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4935355/who-resmi-nyatakan-virus-corona-covid-19-sebagai-pandemi,WHO Resmi Nyatakan Virus Corona COVID-19 sebagai Pandemi,health,who resmi nyata virus corona covid pandemi
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922701/ada-pasien-virus-corona-petugas-rs-pun-tak-kalah-tegang,"Ada Pasien Virus Corona, Petugas RS Pun Tak Kalah Tegang",health,pasien virus corona tugas kalah tegang
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922686/ada-kasus-positif-kemenkes-tambah-32-rs-rujukan-untuk-virus-corona,"Ada Kasus Positif, Kemenkes Tambah 32 RS Rujukan untuk Virus Corona",health,positif kemenkes rujuk virus corona
2020-02-03 00:00:00,https://health.detik.com/sexual-health/d-4922678/pria-harus-tahu-4-tips-ini-bisa-bikin-sperma-makin-tokcer,Pria Harus Tahu! 4 Tips Ini Bisa Bikin Sperma Makin 'Tokcer',health,pria tips bikin sperma tokcer
2020-02-03 00:00:00,https://health.detik.com/sexual-health/d-4922556/7-fakta-mimpi-basah-yang-ternyata-juga-dialami-wanita,7 Fakta Mimpi Basah yang Ternyata Juga Dialami Wanita,health,fakta mimpi basah alami wanita
2020-02-03 00:00:00,https://health.detik.com/detiktv/d-4922620/jangan-tertipu-marak-beredar-obat-virus-corona-di-toko-online,Jangan Tertipu! Marak Beredar Obat Virus Corona di Toko Online,health,tipu marak edar obat virus corona toko online
2020-02-03 00:00:00,https://health.detik.com/sexual-health/d-4922520/hati-hati-dehidrasi-bikin-miss-v-rentan-cedera-saat-bercinta,Hati-hati! Dehidrasi Bikin Miss V Rentan Cedera Saat Bercinta,health,hati hati dehidrasi bikin miss rentan cedera cinta
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922539/2-warga-depok-positif-covid-19-ini-daftar-100-rs-rujukan-virus-corona,"2 Warga Depok Positif Covid-19, Ini Daftar 100 RS Rujukan Virus Corona",health,warga depok positif covid daftar rujuk virus corona
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922527/satu-pasien-diisolasi-di-rsup-dr-sardjito-yogyakarta-sepulang-umroh,Satu Pasien Diisolasi di RSUP Dr Sardjito Yogyakarta Sepulang Umroh,health,pasien isolasi rsup sardjito yogyakarta pulang umroh
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922500/2-warga-depok-positif-corona-akankah-ada-lockdown-seperti-wuhan,"2 Warga Depok Positif Corona, Akankah Ada Lockdown Seperti Wuhan?",health,warga depok positif corona lockdown wuhan
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922460/menkes-bantah-kecolongan-adanya-kasus-corona-bisa-jadi-bahan-riset,"Menkes Bantah Kecolongan, Adanya Kasus Corona Bisa Jadi Bahan Riset",health,menkes bantah colong corona bahan riset
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922438/cara-pakai-masker-yang-benar-agak-tak-tertular-virus-corona,Cara Pakai Masker yang Benar Agak Tak Tertular Virus Corona,health,pakai masker tular virus corona
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922388/tetap-cool-hadapi-corona-menkes-sebut-paranoid-turunkan-imun-tubuh,"Tetap Cool Hadapi Corona, Menkes Sebut Paranoid Turunkan Imun Tubuh",health,cool hadap corona menkes paranoid turun imun tubuh
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922354/menkes-terawan-tegaskan-masker-hanya-untuk-orang-sakit,Menkes Terawan Tegaskan Masker Hanya Untuk Orang Sakit,health,menkes awan tegas masker orang sakit
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922350/panik-hadapi-corona-ini-fakta-fakta-masker-n95-yang-kamu-perlu-tahu,Panik Hadapi Corona? Ini Fakta-fakta Masker N95 yang Kamu Perlu Tahu,health,panik hadap corona fakta fakta masker
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922343/wn-jepang-positif-covid-19-tulari-2-wni-kok-bisa-lolos-di-bandara,"WN Jepang Positif COVID-19 Tulari 2 WNI, Kok Bisa Lolos di Bandara?",health,jepang positif covid tular wni lolos bandara
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922317/viral-cara-bikin-masker-dari-tisu-basah-bisa-nih-untuk-darurat,"Viral Cara Bikin Masker dari Tisu Basah, Bisa Nih untuk Darurat",health,viral bikin masker tisu basah nih darurat
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922259/5-fakta-wni-asal-depok-yang-positif-tertular-corona-covid-19,5 Fakta WNI Asal Depok yang Positif Tertular Corona COVID-19,health,fakta wni depok positif tular corona covid
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922250/antisipasi-corona-2-rs-di-yogyakarta-disiapkan-jadi-rujukan,"Antisipasi Corona, 2 RS di Yogyakarta Disiapkan Jadi Rujukan",health,antisipasi corona yogyakarta siap rujuk
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922207/kemenkes-pantau-48-orang-yang-kontak-dengan-2-pasien-positif-covid-19,Kemenkes Pantau 48 Orang yang Kontak dengan 2 Pasien Positif COVID-19,health,kemenkes pantau orang kontak pasien positif covid
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922187/seputar-masker-n95-masker-anti-virus-corona-yang-jadi-buruan-warga,"Seputar Masker N95, Masker Anti Virus Corona yang Jadi Buruan Warga",health,putar masker masker anti virus corona buru warga
2020-02-03 00:00:00,https://health.detik.com/fotohealth/d-4922162/menkes-terawan-jabarkan-kondisi-kesehatan-2-wni-positif-corona,Menkes Terawan Jabarkan Kondisi Kesehatan 2 WNI Positif Corona,health,menkes awan jabar kondisi sehat wni positif corona
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922158/ada-corona-covid-19-di-indonesia-perlukah-borong-hand-sanitizer,"Ada Corona COVID-19 di Indonesia, Perlukah Borong Hand Sanitizer?",health,corona covid indonesia borong hand sanitizer
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922120/7-kasus-corona-covid-19-yang-mampir-indonesia-salah-satunya-tulari-wni,"7 Kasus Corona COVID-19 yang Mampir Indonesia, Salah Satunya Tulari WNI",health,corona covid mampir indonesia salah satu tular wni
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4922043/kronologi-pasien-asal-depok-positif-tertular-corona-covid-19,Kronologi Pasien Asal Depok Positif Tertular Corona COVID-19,health,kronologi pasien depok positif tular corona covid
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921998/ini-kandungan-hand-sanitizer-untuk-cegah-gejala-corona,Ini Kandungan Hand Sanitizer untuk Cegah Gejala Corona,health,kandung hand sanitizer cegah gejala corona
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921947/rspi-sulianti-saroso-rawat-4-pasien-covid-19-2-positif-dan-2-negatif,"RSPI Sulianti Saroso Rawat 4 Pasien COVID-19, 2 Positif dan 2 Negatif",health,rspi sulianti saroso rawat pasien covid positif negatif
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921929/pasien-positif-corona-asal-depok-bakal-dipulangkan-kalau-lolos-tes-ini,Pasien Positif Corona Asal Depok Bakal Dipulangkan Kalau Lolos Tes Ini,health,pasien positif corona depok pulang lolos tes
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921897/sudah-ada-corona-di-indonesia-jangan-remehkan-flu-yang-seperti-ini,"Sudah Ada Corona di Indonesia, Jangan Remehkan Flu yang Seperti Ini",health,corona indonesia remeh flu
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921882/virus-corona-masuk-indonesia-kenali-gejala-dan-penyebabnya,"Virus Corona Masuk Indonesia, Kenali Gejala dan Penyebabnya",health,virus corona masuk indonesia kenal gejala sebab
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921853/dua-wni-positif-virus-corona-covid-19-dicover-bpjs-nggak-sih,"Dua WNI Positif Virus Corona COVID-19, Dicover BPJS Nggak Sih?",health,wni positif virus corona covid dicover bpjs nggak sih
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921844/cara-tetap-sehat-dan-strong-di-musim-penghujan,Cara Tetap Sehat dan Strong di Musim Penghujan,health,sehat strong musim hujan
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921815/cegah-virus-dan-bakteri-bisa-dimulai-dari-kebersihan-dapur,Cegah Virus dan Bakteri Bisa Dimulai dari Kebersihan Dapur,health,cegah virus bakteri bersih dapur
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921802/ri-sudah-punya-kasus-positif-corona-kalau-flu-harus-bagaimana,"RI Sudah Punya Kasus Positif Corona, Kalau Flu Harus Bagaimana?",health,positif corona flu
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921774/sudah-ada-kasus-di-indonesia-kenali-gejala-infeksi-corona-covid-19,"Sudah Ada Kasus di Indonesia, Kenali Gejala Infeksi Corona COVID-19",health,indonesia kenal gejala infeksi corona covid
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921723/2-wni-positif-corona-dokter-pesan-tak-usah-iseng-datangi-rumah-pasien,"2 WNI Positif Corona, Dokter Pesan Tak Usah Iseng Datangi Rumah Pasien",health,wni positif corona dokter pesan iseng datang rumah pasien
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921684/2-wni-positif-corona-dokter-paru-imbau-kurangi-kegiatan-di-area-publik,"2 WNI Positif Corona, Dokter Paru Imbau Kurangi Kegiatan di Area Publik",health,wni positif corona dokter paru imbau kurang giat area publik
2020-02-03 00:00:00,https://health.detik.com/detiktv/d-4921674/lawan-hoax-virus-corona-who-gabung-tiktok,"Lawan Hoax Virus Corona, WHO Gabung TikTok",health,lawan hoax virus corona who gabung tiktok
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921623/2-wni-positif-corona-tak-mengagetkan-ahli-sebut-cuma-soal-waktu,"2 WNI Positif Corona Tak Mengagetkan, Ahli Sebut Cuma Soal Waktu",health,wni positif corona kaget ahli
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4920595/bukan-cuma-nafsu-makan-ini-manfaat-baik-dari-temulawak,"Bukan Cuma Nafsu Makan, Ini Manfaat Baik dari Temulawak",health,nafsu makan manfaat temulawak
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921584/ri-konfirmasi-2-kasus-positif-corona-patahkan-mitos-kebal-covid-19,"RI Konfirmasi 2 Kasus Positif Corona, Patahkan Mitos 'Kebal' COVID-19",health,konfirmasi positif corona patah mitos kebal covid
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921538/bukan-cuma-nafsu-makan-ini-manfaat-baik-dari-temulawak,"Bukan Cuma Nafsu Makan, Ini Manfaat Baik dari Temulawak",health,nafsu makan manfaat temulawak
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921506/2-orang-indonesia-positif-kena-corona-di-wilayah-ri,2 Orang Indonesia Positif Kena Corona di Wilayah RI,health,orang indonesia positif kena corona wilayah
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921474/bayi-45-hari-jadi-pasien-termuda-virus-corona-covid-19-di-korsel,Bayi 45 Hari Jadi Pasien Termuda Virus Corona COVID-19 di Korsel,health,bayi pasien muda virus corona covid korsel
2020-02-03 00:00:00,https://health.detik.com/detiktv/d-4921451/video-tips-cara-memutihkan-kulit-yang-aman-dan-sehat,Video Tips Cara Memutihkan Kulit yang Aman dan Sehat,health,video tips mutih kulit aman sehat
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921407/pemimpin-sekte-shincheonji-di-daegu-korsel-negatif-virus-corona,Pemimpin Sekte Shincheonji di Daegu Korsel Negatif Virus Corona,health,pimpin sekte shincheonji daegu korsel negatif virus corona
2020-02-03 00:00:00,https://health.detik.com/detiktv/d-4921401/virus-corona-mewabah-ahli-orang-sehat-tak-perlu-masker,"Virus Corona Mewabah, Ahli: Orang Sehat Tak Perlu Masker",health,virus corona wabah ahli orang sehat masker
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921379/dinkes-dki-sebut-115-orang-dipantau-terkait-corona-ternyata-ini-maksudnya,"Dinkes DKI Sebut 115 Orang Dipantau Terkait Corona, Ternyata Ini Maksudnya",health,dinkes dki orang pantau kait corona maksud
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921352/4-kasus-positif-virus-corona-covid-19-yang-punya-riwayat-mampir-indonesia,4 Kasus Positif Virus Corona COVID-19 yang Punya Riwayat Mampir Indonesia,health,positif virus corona covid riwayat mampir indonesia
2020-02-03 00:00:00,https://health.detik.com/fotohealth/d-4921312/tips-turunkan-berat-badan-dengan-aman,Tips Turunkan Berat Badan dengan Aman,health,tips turun berat badan aman
2020-02-03 00:00:00,https://health.detik.com/true-story/d-4921291/tangani-virus-corona-perawat-ini-cium-anaknya-dari-balik-kaca,"Tangani Virus Corona, Perawat Ini Cium Anaknya dari Balik Kaca",health,tangan virus corona awat cium anak kaca
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921276/who-pakai-tiktok-untuk-perangi-hoax-virus-corona-covid-19,WHO Pakai TikTok Untuk Perangi Hoax Virus Corona COVID-19,health,who pakai tiktok rang hoax virus corona covid
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921231/dalam-48-jam-kasus-virus-corona-di-italia-naik-dua-kali-lipat,"Dalam 48 Jam, Kasus Virus Corona di Italia Naik Dua Kali Lipat",health,jam virus corona italia kali lipat
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921223/kok-tak-tampak-disinfeksi-saat-wni-abk-diamond-princess-turun-pesawat,Kok Tak Tampak Disinfeksi Saat WNI ABK Diamond Princess Turun Pesawat?,health,disinfeksi wni abk diamond princess turun pesawat
2020-02-03 00:00:00,https://health.detik.com/true-story/d-4921144/tahi-lalat-wanita-ini-berubah-tak-tahunya-kanker-melanoma-stadium-4,"Tahi Lalat Wanita Ini Berubah, Tak Tahunya Kanker Melanoma Stadium 4",health,tahi lalat wanita ubah tahu kanker melanoma stadium
2020-02-03 00:00:00,https://health.detik.com/diet/d-4921143/5-makanan-terbaik-setelah-olahraga-pagi,5 Makanan Terbaik Setelah Olahraga Pagi,health,makan baik olahraga pagi
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921162/lagi-lagi-bikin-bingung-suspek-dicurigai-atau-dalam-pengawasan,"Lagi-lagi Bikin Bingung: Suspek, Dicurigai, atau Dalam Pengawasan?",health,bikin bingung suspek curiga awas
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921108/5-hoax-seputar-corona-zona-kuning-hingga-136-pasien-dalam-pengawasan,"5 Hoax Seputar Corona, Zona Kuning hingga 136 Pasien Dalam Pengawasan",health,hoax putar corona zona kuning pasien awas
2020-02-03 00:00:00,https://health.detik.com/diet/d-4921124/sering-konsumsi-yogurt-di-pagi-hari-ini-manfaatnya,"Sering Konsumsi Yogurt di Pagi Hari, Ini Manfaatnya",health,konsumsi yogurt pagi manfaat
2020-02-03 00:00:00,https://health.detik.com/berita-detikhealth/d-4921155/ketatnya-pengamanan-saat-wni-abk-diamond-princess-tiba-di-bandara-kertajati,Ketatnya Pengamanan Saat WNI ABK Diamond Princess Tiba di Bandara Kertajati,health,ketat aman wni abk diamond princess bandara kertajati
04/21/2020,https://health.detik.com/fotohealth/d-4985845/spekulasi-kesehatan-kim-jong-un-pascaoperasi,Spekulasi Kesehatan Kim Jong Un Pascaoperasi,health,spekulasi sehat kim jong pascaoperasi
04/21/2020,https://health.detik.com/sexual-health/d-4985736/7-makanan-sehari-hari-yang-dipercaya-bisa-meningkatkan-kualitas-seks,7 Makanan Sehari-hari yang Dipercaya Bisa Meningkatkan Kualitas Seks,health,makan hari percaya tingkat kualitas seks
04/21/2020,https://health.detik.com/berita-detikhealth/d-4985693/soal-ada-corona-sejak-januari-benarkah-pemerintah-ri-tak-diberi-tahu,"Soal Ada Corona Sejak Januari, Benarkah Pemerintah RI Tak Diberi Tahu?",health,corona januari perintah
04/21/2020,https://health.detik.com/sexual-health/d-4985648/4-fakta-klitoris-organ-penting-penentu-orgasme-pada-wanita,"4 Fakta Klitoris, Organ Penting Penentu Orgasme pada Wanita",health,fakta klitoris organ tentu orgasme wanita
04/21/2020,https://health.detik.com/sexual-health/d-4985610/sering-disebut-bisa-bikin-wanita-orgasme-benarkah-g-spot-itu-nyata,"Sering Disebut Bisa Bikin Wanita Orgasme, Benarkah G-spot Itu Nyata?",health,bikin wanita orgasme spot nyata
04/21/2020,https://health.detik.com/berita-detikhealth/d-4985538/studi-ini-ungkap-mutasi-corona-yang-paling-ganas-terjadi-di-eropa,Studi Ini Ungkap Mutasi Corona yang Paling Ganas Terjadi di Eropa,health,studi mutasi corona ganas eropa
04/21/2020,https://health.detik.com/berita-detikhealth/d-4985502/infeksi-ganda-demam-berdarah-dan-corona-buat-pasien-muda-rentan-meninggal,Infeksi Ganda Demam Berdarah dan Corona Buat Pasien Muda Rentan Meninggal,health,infeksi ganda demam darah corona pasien muda rentan tinggal
04/21/2020,https://health.detik.com/berita-detikhealth/d-4985480/sosok-perawat-pdp-virus-corona-yang-gugur-di-mata-teman-sejawatnya,Sosok Perawat PDP Virus Corona yang Gugur di Mata Teman Sejawatnya,health,sosok awat pdp virus corona gugur mata teman jawat
